Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass,ID,PubChem CID,GESTIS ZVG-Nr.,group,Other ingredients from the group,kegg_id,density,Synonym,Used attributes,Found in,solutions list link,media list link,identifiers
ZnCl2,https://mediadive.dsmz.de/ingredients/64?p=3,49976,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49976,7646-85-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7646-85-7,Cl2Zn,136.3,C64,3007855,1450,,,,,"['butter of zinc', 'chlorure de zinc', 'dichlorozinc', 'zinc chloride', 'zinc chloride, anhydrous', 'zinc dichloride', 'zinc(2+) chloride', 'zinc(II) chloride', 'Zinkchlorid']","['0.1% w/v (2×)', '(1×)', '1.2 g/l stock solution (1×)']","['127 solutions', '633 media']",https://mediadive.dsmz.de/solution-finder/ZnCl2///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/ZnCl2///,"{""CAS Registry Number\u00ae"": {""text"": ""7646-85-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7646-85-7""}, ""PubChem CID"": {""text"": ""3007855"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/3007855""}, ""ChEBI"": {""text"": ""49976"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49976""}, ""GESTIS ZVG-Nr."": {""text"": ""1450"", ""href"": ""https://gestis.dguv.de/data?name=001450""}}"
Na2S2O3x 5 H2O,https://mediadive.dsmz.de/ingredients/65?p=3,32150,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32150,10102-17-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10102-17-7,H2O3S2.5H2O.2Na,248.186,C65,,2480,Na2S2O3,"['Na2S2O3', 'Sodium thiosulfate pentahydrate']",,,"['disodium thiosulfate pentahydrate', 'Na2S2O3 x 5 H2O (10% )', 'Na2S2O3 x 5 H2O(24 % w/v)', 'Na2S2O3 x 5H2O(final conc.)', 'Na2S2O3.5H2O', 'Na2S2O3X5H2O 2,', 'or Na2S2O3 x 5 H2O', 'PEDMARK', 'sodium sulfurothioate--water (1/5)', 'Sodium thiosulfate', 'sodium thiosulfate pentahydrate', 'thiosulfuric acid, disodium salt, pentahydrate']","['10% (3×)', '*, 12.5% (2×)', '24 % w/v (1×)', 'final conc. (1×)', '40% (1×)', '*, 1 M (1×)', '*, 10% (1×)', '10% solution (1×)', '2 M, pH 10 (1×)', '10% in H2O (1×)']","['172 solutions', '184 media']",https://mediadive.dsmz.de/solution-finder/Na2S2O3+x+5+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na2S2O3+x+5+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""10102-17-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=10102-17-7""}, ""ChEBI"": {""text"": ""32150"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32150""}, ""GESTIS ZVG-Nr."": {""text"": ""2480"", ""href"": ""https://gestis.dguv.de/data?name=002480""}}"
HCl,https://mediadive.dsmz.de/ingredients/68?p=3,17883,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17883,7647-01-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7647-01-0,ClH,36.46,C68,313,520030,,,C01327,,"['chlorane', 'chloridohydrogen', ""chlorure d'hydrogene"", 'Chlorwasserstoff', 'cloruro de hidrogeno', 'conc. HCl', 'hydrochloric acid', 'Hydrochloride', 'hydrogen chloride', 'Hydrogenchlorid', 'Muriatic acid', 'Wasserstoffchlorid', '[HCl]']","['25% (19×)', '25%, v/v (6×)', '25%; 7.7 M (5×)', 'concentrated (4×)', '32% (4×)', '7.7 M, 25% (3×)', '10 mM (2×)', '5M (2×)', '1 N (2×)', 'conc. (2×)', '10mM (1×)', '25%, 7.7 M (1×)', '6 N (1×)', '37 % (1×)', '0.001 M (1×)', '2N (1×)']","['60 solutions', '475 media']",https://mediadive.dsmz.de/solution-finder/HCl///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/HCl///,"{""CAS Registry Number\u00ae"": {""text"": ""7647-01-0"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7647-01-0""}, ""PubChem CID"": {""text"": ""313"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/313""}, ""ChEBI"": {""text"": ""17883"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17883""}, ""KEGG"": {""text"": ""C01327"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C01327""}, ""MetaCyc"": {""text"": ""HCL"", ""href"": ""https://metacyc.org/compound?orgid=META&id=HCL""}, ""GESTIS ZVG-Nr."": {""text"": ""520030"", ""href"": ""https://gestis.dguv.de/data?name=520030""}}"
Na2CO3anhydrous,https://mediadive.dsmz.de/ingredients/69?p=3,29377,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29377,497-19-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=497-19-8,CH2O3.2Na,105.988,C69,,490211,Na2CO3,['Na2CO3'],,2.53,"['Carbonic acid, disodium salt', 'disodium carbonate', 'disodium trioxidocarbonate', 'Na2CO2', 'Na2CO3', 'Natriumkarbonat', 'Soda ash', 'sodium carbonate']",['anhydrous (1×)'],"['2 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Na2CO3+anhydrous///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na2CO3+anhydrous///,"{""CAS Registry Number\u00ae"": {""text"": ""497-19-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=497-19-8""}, ""ChEBI"": {""text"": ""29377"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29377""}, ""GESTIS ZVG-Nr."": {""text"": ""490211"", ""href"": ""https://gestis.dguv.de/data?name=490211""}}"
Tryptone,https://mediadive.dsmz.de/ingredients/71?p=3,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-40-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-40-2,complex,complex,C71,,,Tryptone,['Bacto Tryptone'],,,"['(7R)-7-{[3,6-dideoxy-4-O-(1H-indol-3-ylcarbonyl)-alpha-L-arabino-hexopyranosyl]oxy}octanoic acid', ""7R-(3'R-hydroxy-5'R-O-(1H-indol-3-ylcarbonyl)-6'S-methyl-(2H)-tetrahydropyran-2'-yloxy)-octanoic acid"", 'Acrylonitrile']","['BD-Difco (88×)', 'BD BACTO (25×)', '10% (4×)', 'Oxoid L42 (4×)', 'BD BBL (4×)', 'Difco (3×)', 'Bacto (3×)', 'BD 211921 (2×)', 'autoclaved, 10% (2×)', 'Difco 0123 (2×)', 'Oxoid (2×)', 'BD211921 (2×)', 'BD 211705 (1×)', 'Bacto Trypton 211705 (1×)']","['238 solutions', '234 media']",https://mediadive.dsmz.de/solution-finder/Tryptone///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Tryptone///,"{""CAS Registry Number\u00ae"": {""text"": ""91079-40-2"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=91079-40-2""}}"
Glycerol,https://mediadive.dsmz.de/ingredients/72?p=3,17754,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17754,56-81-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=56-81-5,C3H8O3,92.09,C72,753,11980,Glycerol,['glycerin'],C00116,,"['1,2,3-Propanetriol', '1,2,3-Trihydroxypropane', 'Clyzerin, wasserfrei', 'Glycerin', 'glycerine', 'Glyceritol', 'glycerolum', 'glycyl alcohol', 'Glyzerin', 'Gro', 'Oelsuess', 'propane-1,2,3-triol', 'Propanetriol', 'Trihydroxypropane']","['87% (1×)', '1 M (1×)']","['61 solutions', '66 media']",https://mediadive.dsmz.de/solution-finder/Glycerol///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Glycerol///,"{""CAS Registry Number\u00ae"": {""text"": ""56-81-5"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=56-81-5""}, ""PubChem CID"": {""text"": ""753"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/753""}, ""ChEBI"": {""text"": ""17754"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17754""}, ""KEGG"": {""text"": ""C00116"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00116""}, ""MetaCyc"": {""text"": ""GLYCEROL"", ""href"": ""https://metacyc.org/compound?orgid=META&id=GLYCEROL""}, ""GESTIS ZVG-Nr."": {""text"": ""11980"", ""href"": ""https://gestis.dguv.de/data?name=011980""}}"
Tris,https://mediadive.dsmz.de/ingredients/73?p=3,9754,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9754,77-86-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=77-86-1,C4H11NO3,121.14,C73,6503,100571,Tris,"['Tris base', 'Tris(hydroxymethyl)methylamine', 'Tris buffer', 'Tris(hydroxymethyl)aminomethane']",C07182,0.6181,"['1,1,1-tris(hydroxymethyl)methanamine', '1,3-Propanediol, 2-amino-2-(hydroxymethyl)-', '2-Amino-2-(hydroxymethyl)-1,3-propanediol', '2-amino-2-(hydroxymethyl)propane-1,3-diol', 'aminotris(hydroxymethyl)methane', 'THAM', 'Tris amino', 'Tris base', 'Tris buffer', 'tris(hydroxymethyl)aminomethane', 'Tris(hydroxymethyly)amino methane', 'Tris-base', 'Tris-hydroxymethyl-aminomethan', 'Trizma', 'Trometamol', 'Tromethamine']","['hydroxymethyl aminomethane (1×)', '1M, pH 8.0 (1×)']","['11 solutions', '12 media']",https://mediadive.dsmz.de/solution-finder/Tris///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Tris///,"{""CAS Registry Number\u00ae"": {""text"": ""77-86-1"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=77-86-1""}, ""PubChem CID"": {""text"": ""6503"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/6503""}, ""ChEBI"": {""text"": ""9754"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9754""}, ""KEGG"": {""text"": ""C07182"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C07182""}, ""GESTIS ZVG-Nr."": {""text"": ""100571"", ""href"": ""https://gestis.dguv.de/data?name=100571""}}"
Trypticase,https://mediadive.dsmz.de/ingredients/74?p=3,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex,C74,,,Trypticase,"['Trypticase soy broth', 'Trypticase soy agar']",,,,"['BBL (17×)', 'BBL 11921 (2×)', 'BD BBL (2×)']","['30 solutions', '29 media']",https://mediadive.dsmz.de/solution-finder/Trypticase///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Trypticase///,null
Soy peptone,https://mediadive.dsmz.de/ingredients/75?p=3,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-46-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-46-8,complex,complex,C75,,,Peptone,"['Peptone', 'Bacto peptone', 'Casein peptone', 'Trypticase peptone', 'Phytone peptone', 'Peptone mixture', 'Tryptone peptone', 'Proteose peptone', 'Neopeptone', 'Polypeptone', 'Meat peptone', 'Fish peptone']",,,"['Peptone from soy meal', 'Peptone from soybean', 'Peptone from soybeans', 'Peptone from soymeal', 'Soja peptone', 'Soya peptone']","['e.g. Bacto Soytone (1×)', 'BD Soytone (1×)']","['26 solutions', '24 media']",https://mediadive.dsmz.de/solution-finder/Soy+peptone///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Soy+peptone///,"{""CAS Registry Number\u00ae"": {""text"": ""91079-46-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=91079-46-8""}}"
Thiamine-HCl x 2 H2O,https://mediadive.dsmz.de/ingredients/77?p=3,132751,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132751,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C12H22Cl2N4O3S,373.301,C77,,,,,,,['Thiamine x HCl x 2 H2O'],"['filter-sterilized, 1 M (3×)', 'B1 (1×)']","['75 solutions', '228 media']",https://mediadive.dsmz.de/solution-finder/Thiamine-HCl+x+2+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Thiamine-HCl+x+2+H2O///,"{""ChEBI"": {""text"": ""132751"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132751""}}"
MgCl2x 6 H2O,https://mediadive.dsmz.de/ingredients/79?p=4,86345,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86345,7791-18-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7791-18-6,Cl2H12MgO6,203.303,C79,,3450,MgCl2,"['MgCl2', 'MgCl2 x 7 H2O', 'MgCl2 x 2 H2O', 'MgCl2 x 4 H2O', 'MgCl2 x H2O']",,,"['CCRIS 3494', 'Chlorure de magnesium hydrate', 'Magnesium chloride', 'Magnesium chloride anhydrous', 'magnesium chloride hexahydrate', 'Magnesium chloride hydrate', 'magnesium dichloride', 'magnesium dichloride--water (1/6)', 'Magnesiumchlorid', 'MgCl 2 x 6 H2O', 'MgCl x 6 H2O', 'MgCl2', 'MgCl2 x 76 H2O', 'MgCl2.6H2O', '[MgCl2]']","['15% (9×)', '10% (8×)', '200 g/l stock solution (8×)', '200.0 g/l (6×)', '1 M (5×)', '20% (2×)', '2% (2×)', '150.0 g/l (1×)', '*, 15% (1×)', '5% (1×)', '2.5 M (1×)', '10% w/v (1×)']","['1036 solutions', '1027 media']",https://mediadive.dsmz.de/solution-finder/MgCl2+x+6+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/MgCl2+x+6+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""7791-18-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7791-18-6""}, ""ChEBI"": {""text"": ""86345"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86345""}, ""GESTIS ZVG-Nr."": {""text"": ""3450"", ""href"": ""https://gestis.dguv.de/data?name=003450""}}"
Sulfur,https://mediadive.dsmz.de/ingredients/80?p=4,26833,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26833,7704-34-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7704-34-9,S,32.07,C80,5362487,8130,,,C00087,,"['16S', 'azufre', 'Elemental sulfur', 'S', 'Schwefel', 'soufre', 'Sulfur, elemental', 'Sulfur, pharmaceutical', 'sulphur', 'theion']","['powder (66×)', 'powdered (46×)', '(6×)']","['126 solutions', '125 media']",https://mediadive.dsmz.de/solution-finder/Sulfur///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Sulfur///,"{""CAS Registry Number\u00ae"": {""text"": ""7704-34-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7704-34-9""}, ""PubChem CID"": {""text"": ""5362487"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/5362487""}, ""ChEBI"": {""text"": ""26833"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26833""}, ""KEGG"": {""text"": ""C00087"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00087""}, ""GESTIS ZVG-Nr."": {""text"": ""8130"", ""href"": ""https://gestis.dguv.de/data?name=008130""}}"
CaCl2,https://mediadive.dsmz.de/ingredients/81?p=4,3312,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3312,10043-52-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10043-52-4,CaCl2,110.98,C81,5284359,1910,CaCl2,"['CaCl2 x 2 H2O', 'CaCl2 x 6 H2O', 'CaCl2 x H2O', 'CaCl2 x 7 H2O', 'Calcium Chloride', 'Calcium chloride dihydrate']",C08130,,"['CaCl 1M', 'CaCl2 1.5%', 'calcium chloride', 'calcium chloride anhydrous', 'Calcium chloride, dihydrate', 'calcium dichloride', '[CaCl2]']","['0.1 M (3×)', '1 M (3×)', '1 g/l stock solution (2×)', '50 mM (1×)', '100 g/l (1×)', '5ml of 1 M stock solution per liter (1×)', 'anhydrous (1×)', '0.12 g/100 ml stock solution (1×)', '75 g/l stock solution (1×)', '0.005 M stock solution, pH 3.5 (1×)', 'autoclaved, 10% (1×)', '10% (1×)', '1% v/v (1×)', '10% w/v (1×)', '1.5 % (1×)', '1M (1×)']","['127 solutions', '133 media']",https://mediadive.dsmz.de/solution-finder/CaCl2///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/CaCl2///,"{""CAS Registry Number\u00ae"": {""text"": ""10043-52-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=10043-52-4""}, ""PubChem CID"": {""text"": ""5284359"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/5284359""}, ""ChEBI"": {""text"": ""3312"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3312""}, ""KEGG"": {""text"": ""C08130"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C08130""}, ""GESTIS ZVG-Nr."": {""text"": ""1910"", ""href"": ""https://gestis.dguv.de/data?name=001910""}}"
FeCl3x 6 H2O,https://mediadive.dsmz.de/ingredients/82?p=4,86254,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86254,10025-77-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10025-77-1,Cl3FeH12O6,270.296,C82,,1500,FeCl3,"['FeCl3', 'FeCl3 x 4 H2O']",,,"['Fe3Cl x 6 H2O', 'FeCl3 x 6H 0,', 'FeCl3.6H2O', 'Ferric chloride hexahydrate', 'Ferric trichloride hexahydrate', 'Iron (III) chloride hexahydrate', 'Iron(3+) chloride hexahydrate', 'trichloroiron--water (1/6)']","['0.1% w/v in 0.2 N HCl (3×)', '2% (2×)', '0,5 % (1×)', '1% in H2O (1×)', '3.15 g/l stock solution (1×)', '0.17 mM (1×)', '1 %w/v (1×)', '0.5% (1×)', '0.03% (1×)', '0.5 % (1×)', '60.00 g/l (1×)']","['120 solutions', '168 media']",https://mediadive.dsmz.de/solution-finder/FeCl3+x+6+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/FeCl3+x+6+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""10025-77-1"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=10025-77-1""}, ""ChEBI"": {""text"": ""86254"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86254""}, ""GESTIS ZVG-Nr."": {""text"": ""1500"", ""href"": ""https://gestis.dguv.de/data?name=001500""}}"
Succinic acid,https://mediadive.dsmz.de/ingredients/83?p=4,15741,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15741,110-15-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=110-15-6,C4H6O4,118.09,C83,1110,37700,,,C00042,,"['1,2-ethanedicarboxylic acid', 'acide butanedioique', 'acide succinique', 'acidum succinicum', 'amber acid', 'asuccin', 'Bernsteinsaeure', 'Bernsteinsaure', 'Butandisaeure', 'butanedioic acid', 'Butanedionic acid', 'Dihydrofumaric acid', 'E363', 'Ethylenesuccinic acid', 'HOOC-CH2-CH2-COOH', 'spirit of amber']",,"['8 solutions', '9 media']",https://mediadive.dsmz.de/solution-finder/Succinic+acid///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Succinic+acid///,"{""CAS Registry Number\u00ae"": {""text"": ""110-15-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=110-15-6""}, ""PubChem CID"": {""text"": ""1110"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/1110""}, ""ChEBI"": {""text"": ""15741"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15741""}, ""KEGG"": {""text"": ""C00042"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00042""}, ""MetaCyc"": {""text"": ""SUC"", ""href"": ""https://metacyc.org/compound?orgid=META&id=SUC""}, ""GESTIS ZVG-Nr."": {""text"": ""37700"", ""href"": ""https://gestis.dguv.de/data?name=037700""}}"
Casitone,https://mediadive.dsmz.de/ingredients/84?p=4,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,65072-00-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=65072-00-6,complex,complex,C84,,,Casitone,"['Casein hydrolysate', 'Enzymatic digest of casein']",,,"['Casein hydrolysate', 'Casiton', 'Hydrolyzed casein', 'Milk amino acids', 'Proteins, milk, hydrolysates']","['BD-Difco (16×)', 'Difco (5×)', 'BD BBL (4×)', 'BD Bacto (2×)', 'pancreatic digest of casein (1×)', 'BD-BBL (1×)']","['56 solutions', '57 media']",https://mediadive.dsmz.de/solution-finder/Casitone///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Casitone///,"{""CAS Registry Number\u00ae"": {""text"": ""65072-00-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=65072-00-6""}}"
Beef extract,https://mediadive.dsmz.de/ingredients/85?p=4,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex,C85,,,Meat extract,"['Meat extract', 'Ground beef', 'Brain heart infusion', 'Meat infusion', 'Lab-Lemco beef extract', 'Tryptic Digest of beef heart', 'Bacto beef extract', 'Fish meat extract', 'Beef brain powder', 'Bacto brain heart infusion', 'Bacto Heart Infusion Broth', 'Beef', 'Cooked meat medium', 'Small dried sardine']",,,,"['BD-Difco (23×)', 'Difco (2×)', 'Lab Lemco (2×)', 'Lab Lemco, Oxoid (1×)', 'Oxoid (1×)', 'BD BBL (1×)', 'Lab-Lemco-Powder (1×)', 'BD-Difco, 10% solution in water, autoklaved (1×)']","['76 solutions', '74 media']",https://mediadive.dsmz.de/solution-finder/Beef+extract///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Beef+extract///,null
K-acetate,https://mediadive.dsmz.de/ingredients/86?p=4,32029,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32029,127-08-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=127-08-2,C2H3KO2,98.1423,C86,,24010,K-acetate,['Potassium acetate'],C12554,,"['Acetic acid, potassium salt', 'AcOK', 'CH3CO2K', 'E261', 'Kaliumazetat', 'KOAc', 'MeCO2K', 'Potassium acetate']",,"['3 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/K-acetate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/K-acetate///,"{""CAS Registry Number\u00ae"": {""text"": ""127-08-2"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=127-08-2""}, ""ChEBI"": {""text"": ""32029"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32029""}, ""KEGG"": {""text"": ""C12554"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C12554""}, ""GESTIS ZVG-Nr."": {""text"": ""24010"", ""href"": ""https://gestis.dguv.de/data?name=024010""}}"
Selenite-tungstate solution,https://mediadive.dsmz.de/ingredients/88?p=4,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,,C88,,,,,,,"['Se/W solution', 'Se/W solution(Medium No. 852)']",['Medium No. 852 (4×)'],"['4 solutions', '7 media']",https://mediadive.dsmz.de/solution-finder/Selenite-tungstate+solution///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Selenite-tungstate+solution///,null
Ethanol absolute,https://mediadive.dsmz.de/ingredients/89?p=4,64175,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64175,1516-08-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1516-08-1,C2H6O,46.07,C89,702,,,,,,"['6-C-Me-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man', '6-C-methyl-alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->3)-alpha-D-mannose', '7-deoxy-L-glycero-alpha-D-manno-heptopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-alpha-D-mannopyranose', '7-deoxy-L-glycero-alpha-D-manno-heptosyl-(1->2)-alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->3)-alpha-D-mannose']",,"['4 solutions', '5 media']",https://mediadive.dsmz.de/solution-finder/Ethanol+absolute///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Ethanol+absolute///,"{""CAS Registry Number\u00ae"": {""text"": ""1516-08-1"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=1516-08-1""}, ""PubChem CID"": {""text"": ""702"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/702""}, ""ChEBI"": {""text"": ""64175"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64175""}}"
