ID,Step,Solution,Solution_link,Medium,Mediums_link
step-178,"Dissolve ingredients (ecxept bicarbonate, ferric ammonium citrate and vitamins), then sparge solution with 80% N2and 20% CO2gas mixture for at least 30 - 45 min to remove dissolved oxygen and to saturate the solution with CO2. Adjust pH to 4.5 and dispense solution under air atmosphere into serum vials suitable for anaerobic cultivation to 50% of volume. Close vials with butyl rubber septa to prevent free exchange of oxygen with the external atmosphere and autoclave. Add ferric ammonium citrate and vitamins from anoxic stock solutions sterilized by filtration and bicarbonate from a sterile stock solution prepared under 80% N2and 20% CO2gas atmosphere. Adjust pH of the complete medium to 5.0, if necessary.",142,/solutions/142,81a,/medium/81a
step-7400,After inoculation add sterile 80% H2and 20% CO2gas mixture to 2 bar overpressure.,142,/solutions/142,81a,/medium/81a
step-7401,Note: Use at least 10% (v/v) as inoculum.,142,/solutions/142,81a,/medium/81a
step-179,Adjust pH to 7.3.,145,/solutions/145,83,/medium/83
step-180,pH 7.2,146,/solutions/146,84,/medium/84
step-6123,"The sulfide solution is prepared in a 250 ml screw-capped bottle with a butyl rubber septum and a magnetic stirrer. The solution is bubbled with nitrogen gas, closed and autoclaved for 15 min. at 121°C. After cooling to room temperature the pH is adjusted to about 7.0 by adding of sterile 2 M H2SO4drop-wise with a syringe without opening the bottle.",5561,/solutions/5561,87a,/medium/87a
step-181,Adjust pH to 8.2 with NaOH.,149,/solutions/149,86,/medium/86
step-6121,Adjust pH to 8.2.,5559,/solutions/5559,87a,/medium/87a
step-6122,"Boil the medium under a stream of nitrogen gas for a few minutes and distribute 90 ml medium into 100 ml screw-capped bottles. Bubble each bottle with nitrogen gas and close immediately with a rubber septum and screw tight. Autoclave at 121°C for 15 min. After autoclaving inject 1.0 ml of neutralized sulfide solution (0.03% end concentration) to each bottle. This medium can be stored for several months. Incubate the culture at 50°C at a light intensity of 300 - 500 lux. For heavy cell suspension supplement periodically with sterile yeast extract solution (0.1% end concentration, for more details see Ref. 3365, 3366).",5559,/solutions/5559,87a,/medium/87a
step-185,Adjust pH to 8.2.,151,/solutions/151,87,/medium/87
step-186,Boil the medium under a stream of nitrogen gas for a few minutes and distribute 10 ml medium into 15 ml hungate tubes. Bubble each tube with nitrogen gas and close immediately with a rubber septum and screw tight.,151,/solutions/151,87,/medium/87
step-7803,After autoclaving inject 0.1 ml of neutralized sulfide solution (0.03% end concentration) to each tube.,151,/solutions/151,87,/medium/87
step-7802,Autoclave at121 °Cfor15 min.,151,/solutions/151,87,/medium/87
step-187,"The sulfide solution is prepared in a 250 ml screw-capped bottle with a butyl rubber septum and a magnetic stirrer. The solution is bubbled with nitrogen gas, closed and autoclaved for 15 min. at 121°C. After cooling to room temperature the pH is adjusted to about 7.0 by adding of sterile 2 M H2SO4drop-wise with a syringe without opening the bottle.",152,/solutions/152,87,/medium/87
step-188,Appearance of a yellow colour indicates the drop of pH to about 8. The solution should be stirred continuously to avoid precipitation of elemental sulfur. The final solution should be clear and is yellow in colour.,152,/solutions/152,87,/medium/87
step-6124,Appearance of a yellow colour indicates the drop of pH to about 8. The solution should be stirred continuously to avoid precipitation of elemental sulfur. The final solution should be clear and is yellow in colour.,5561,/solutions/5561,87a,/medium/87a
step-191,Adjust pH to 7.5. The solution is filter-sterilized.,5560,/solutions/5560,87a,/medium/87a
step-192,"Dissolve ingredients (except yeast extract or other substrates), adjust pH of the salt solution at room temperature to 2.0 using 10 N H2SO4and autoclave. Yeast extract and other organic substrates are sterilized separately by autoclaving of a 10% (w/v) stock solution at neutral pH.",154,/solutions/154,88,/medium/88
step-193,Adjust pH of final solution to 2 with 1 N HCl.,155,/solutions/155,88,/medium/88
step-202,"Dissolve ingredients (except sulfur, yeast extract and sulfide), adjust pH of the salt solution at room temperature to 4.0 using 1 N H2SO4and sparge medium with 100% N2gas to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials that contain already the appropriate amount of sulfur. Sterilize medium by heating cultivation vessels in a boiling water bath for 1 - 2 hours on each of 3 successive days. Add yeast extract and sulfide from sterile anoxic stock solutions prepared under 100% N2gas. Prior to inoculation check pH and adjust to 4.0, if necessary.",156,/solutions/156,88a,/medium/88a
step-204,"Prepare medium , then add (per litre):",5562,/solutions/5562,88b,/medium/88b
step-205,Adjust the pH to 6.0 with H2SO4(25% v/v). Prepare the medium under 100% N2gas phase and distribute anaerobically into rubber stoppered tubes or bottles (presterilized by autoclaving). The medium is sterilized by heating 2 hours at 85 °C on each of two following days.,5562,/solutions/5562,88b,/medium/88b
step-206,"Dissolve ingredients (except thiosulfate, yeast extract, Tryptone, Casamino acids and sulfide), sparge medium with 80% N2and 20% CO2gas mixture to make it anoxic and dispense medium under same gas atmosphere into serum bottels. After autoclaving add thiosulfate, yeast extract, Tryptone, Casamino acids and sulfide from sterile anoxic stock solutions prepared under 100% N2gas. Prior to inoculation check pH and adjust to 6.0, if necessary.",158,/solutions/158,88c,/medium/88c
step-6775,Adjust pH to 5.6. Sterilize at 121°C for 15 min,159,/solutions/159,90,/medium/90
step-208,"Adjust pH to 7.0 - 7.2. For anaerobic handling of the liquid medium (without agar), prepare and distribute into Hungate tubes by use of the Hungate technique.",160,/solutions/160,91,/medium/91
step-209,Adjust pH to 7.0 - 7.2.,161,/solutions/161,92,/medium/92
step-210,Prepare medium 92 and subsequently add vitamins. Adjust pH to 7.0 - 7.2,162,/solutions/162,92a,/medium/92a
step-211,Adjust pH to 5.2.,163,/solutions/163,93,/medium/93
step-212,Adjust pH to 6.0 with 2 N NaOH.,165,/solutions/165,95,/medium/95
step-213,"Sparge solution A with 100% N2gas for 30 - 45 min to make it anoxic. Dispense solution under same gas atmosphere into anoxic Hungate-type tubes or serum vials and sterilize by autoclaving. Solutions B and D are autoclaved separately under 100% N2gas atmosphere. Solution C is autoclaved under 80% N2and 20% CO2gas atmosphere. The medium is completed before use by adding appropriate amounts of solutions B, C and D to solution A. Adjust pH of complete medium to 7.2, if necessary.",164,/solutions/164,95,/medium/95
step-214,Adjust pH to 7.4. Add the agar after dissolving all ingredients in the water and adjustment of pH.,169,/solutions/169,97,/medium/97
step-215,Adjust pH to 7.0.,170,/solutions/170,98,/medium/98
step-217,Autoclave soil suspension for one hour at 121°C. To obtain a clear supernatant allow to settle and centrifuge. Adjust pH to 7.2.,5555,/solutions/5555,98,/medium/98
step-218,Adjust pH to 7.4.,172,/solutions/172,102,/medium/102
step-219,"The vitamin K1, haemin solution and the cysteine are added after the medium has been boiled and cooled under CO2. Adjust pH to 7.2 using 8 N NaOH. Distribute under N2and autoclave.",173,/solutions/173,104,/medium/104
step-220,Dissolve 50 mg haemin in 1 ml 1 N NaOH; make up to 100 ml with distilled water. Store refrigerated.,175,/solutions/175,104,/medium/104
step-221,Dissolve 0.1 ml of vitamin K1in 20 ml 95% ethanol and filter sterilize. Store refrigerated in a brown bottle.,176,/solutions/176,104,/medium/104
step-223,"Dissolve ingredients (except cysteine, glucose and thiosulfate), boil medium for 1 min, then cool to room temperature under 100% N2gas atmosphere. Add cysteine and adjust pH to 7.0. Thereafter, dispense under100% N2gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. After autoclaving add glucose and thiosulfate from sterile anoxic stock solutions prepared under 100% N2gas. Adjust pH of complete medium to 7.0, if necessary.",177,/solutions/177,104a,/medium/104a
step-224,"Dissolve ingredients (except cysteine and glucose) and sparge medium with 100% N2gas for 30 - 45 min to make it anoxic. Add cysteine and adjust pH to 7.0, then dispense medium under 100% N2gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. After autoclaving add glucose or any other substrate from sterile anoxic stock solutions prepared under 100% N2gas atmosphere. Adjust pH of complete medium to 6.8 - 7.0, if necessary.",178,/solutions/178,104b,/medium/104b
step-240,"Dissolve ingredients (except cysteine, carbonate and glucose) and sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Add cysteine, then dispense under 80% N2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add glucose from a sterile anoxic stock solution prepared under 100% N2gas atmosphere and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Adjust pH of complete medium to 7.0, if necessary.",179,/solutions/179,104c,/medium/104c
step-248,"Dissolve ingredients (except betaine and cysteine), boil medium for 1 min, then cool to room temperature under 100% N2gas atmosphere. Adjust the pH to 7.2. Thereafter, dispense under 100% N2gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add betaine and cysteine from sterile, anoxic stock solutions prepared under 100% N2. Adjust the pH of the complete medium to 7.3 - 7.5.",180,/solutions/180,104d,/medium/104d
step-7797,Incubate strains in liquid culture with air headspace in closed vessels.,2768,/solutions/2768,1372,/medium/1372
step-249,Adjust pH to 6.8.,181,/solutions/181,105,/medium/105
step-251,"20 g calcium carbonate in the medium serves as a buffer. The calcium carbonate will settle in agar plates before the agar has set, producing an opaque layer in the bottom. As the strain grows and acid is produced this will react with the calcium carbonate, causing it to dissolve and form zones of clearing immediately below the colonies. In liquid culture the calcium carbonate also forms a sediment that clears as acid is produced.",181,/solutions/181,105,/medium/105
step-252,"In liquid medium, the pH should be adjusted to 3.5 with H2SO4. In solid medium, the pH should be adjusted to 4.5 with H2SO4after autoclaving the medium. Sterilize the glucose separately and add to the sterile medium.",182,/solutions/182,108,/medium/108
step-253,To medium add 0.1% sodium malate and 0.05% sodium thiosulfate (). Adjust pH to 6.8 and sterilize at 121°C for 15 min. The liquid medium is sterilized in rubber stoppered or screw-capped bottles under anaerobic conditions (Ref. 3365). After sterilization neutralized sterile sodium sulfide solution is added to a final concentration of 0.03% (see medium 27).,5572,/solutions/5572,109,/medium/109
step-254,"Use lean beef or horse meat. Remove fat and connective tissue before grinding. Mix meat, water and NaOH, then boil for 15 min with stirring. Cool to room temperature, skim fat off surface, and filter, retaining both meat particles and filtrate. To the filtrate add water to a final volume of 1000 ml, and then add:",184,/solutions/184,110,/medium/110
step-255,"To make medium anoxic boil it, cool under 100% N2gas atmosphere, add 0.5 g/l L-cysteine hydrochloride and adjust pH to 7.0. Dispense under same gas atmosphere 7 ml medium into Hungate-type tubes (for strains demanding meat particles put those first into the tube (use 1 part meat particles to 4 or 5 parts fluid)). Autoclave at 121°C for 30 min. For agar slants use 15.0 g agar per 1000.0 ml medium.",184,/solutions/184,110,/medium/110
step-256,In some cases (as indicated in the catalogue) the addition of Haemin and Vitamin K1or Vitamin K3is necessary. Add to 1000 ml of medium after autoclaving:  and either  or,184,/solutions/184,110,/medium/110
step-257,Dissolve 50 mg haemin in 1 ml 1 N NaOH; make up to 100 ml with distilled water and filter sterilize. Store refrigerated.,185,/solutions/185,110,/medium/110
step-258,Dissolve 0.1 ml of vitamin K1in 20 ml 95% ethanol and filter sterilize. Store refrigerated in a brown bottle.,186,/solutions/186,110,/medium/110
step-259,"Dissolve 5 mg/ml of vitamin K3in 95% ethanol, dilute to 0.05 mg/ml in water and filter sterilize. Store refrigerated in a brown bottle.",187,/solutions/187,110,/medium/110
step-263,"Dissolve ingredients, except cysteine, sugar mix, and carbonate, boil medium for 1 min, then cool to room temperature under 80% N2and 20% CO2gas atmosphere, add 0.5 g/l L-cysteine-HCl x H2O and dispense under same gas atmosphere into Hungate-type tubes (for strains demanding meat particles put those first into the tube, use 1 part meat particles to 4 or 5 parts fluid). Autoclave at 121°C for 20 min. After autoclaving add the sugar mix from a sterile anoxic stock solution prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Adjust the pH of the medium to pH 7.0, if necessary.",188,/solutions/188,110a,/medium/110a
step-6802,The ferrous sulfate solution is not stable and should be freshly prepared.,5861,/solutions/5861,1782,/medium/1782
step-6645,"Aliquot Solution A into 100 mL screw-cap bottles, filled with 46 mL each. Bubble with N2/CO2and autoclave at 121°C for 15 min (as decribed below).",26,/solutions/26,28,/medium/28
step-6653,Fill 50 ml of this mixture to each bottle of solution A (46 mL + 50 mL).,26,/solutions/26,28,/medium/28
step-6674,The above solution represents the 'Marine Art SF-1' salts.,5873,/solutions/5873,1777,/medium/1777
step-6662,"For suspension of freeze-dried cells from ampoules add about 0.5 - 1.0 ml medium MD1 (per liter: casiton, 3.0 g; CaCl2x 2 H2O,  0.7 g; MgSO4x 7 H2O, 2.0 g) to the vial with freeze dried material.",10,/solutions/10,9a,/medium/9a
