Name,Synonyms,Growth Conditions
Bacillus licheniformis DSM 392,"DSM 392, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-392, , LMG 7561, CCUG 26007    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 392', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Azotobacter chroococcum DSM 393,"DSM 393, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-393","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 393', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 393', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus licheniformis DSM 394,"DSM 394, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-394","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 394', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Azotobacter vinelandii DSM 395,"DSM 395, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-395","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 395', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 395', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Lysinibacillus sphaericus DSM 396,"
        NCTC 9602, , DSM 396, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-396","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 396', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter chroococcum DSM 398,"DSM 398, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-398","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 398', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 398', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter vinelandii DSM 399,"
        RH 6, RH Rh6, , DSM 399, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-399","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 399', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 399', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azorhizophilus paspali DSM 400,"DSM 400, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-400","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 400', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 400', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus subtilis DSM 402,"
        ATCC 33234, , DSM 402, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-402, , , JCM 10629, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=402, , KCTC 2217, NBRC 111470, NCIB 10106, NCIMB 10106    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 402', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 402', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacillus sp. DSM 405,"
        NBRC 15313, IFO 15313, , DSM 405, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-405","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 405', 'growth_observed': 'Yes', 'growth_conditions': '70\xa0°C'}]"
Bacillus sp. DSM 406,"JCM 12293, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=406, , NBRC 15314, IFO 15314, , DSM 406, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-406","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 406', 'growth_observed': 'Yes', 'growth_conditions': '70\xa0°C'}, {'media_title': 'J75: TRYPTICASE SOY AGAR', 'media_link': '/medium/J75?ccno=DSM 406', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacillus sp. DSM 411,"
        NBRC 15315, IFO 15315, , DSM 411, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-411","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 411', 'growth_observed': 'Yes', 'growth_conditions': '70\xa0°C'}]"
Paracoccus denitrificans DSM 413,"JCM 21484, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=413, , IAM 15021, NBRC 102528, NCCB 22021, NCIB 8944, LMD 22.21, CCM 982, ATCC 19367, ATCC 17741, , DSM 413, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-413, , IFO 13301, LMG 4219, LMG 4049, CCUG 30144    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 413', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 413', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '830: R2A MEDIUM', 'media_link': '/medium/830?ccno=DSM 413', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 413', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Paracoccus pantotrophus DSM 415,"
        IMG 1628, NCIB 9722, CCM 1396, , DSM 415, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-415","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 415', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 415', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 416,"DSM 416, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-416","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 416', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '55: FRUCTOSE MINERAL MEDIUM', 'media_link': '/medium/55?ccno=DSM 416', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 418,"DSM 418, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-418","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 418', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '55: FRUCTOSE MINERAL MEDIUM', 'media_link': '/medium/55?ccno=DSM 418', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Paenarthrobacter ureafaciens DSM 419,"JCM 3873, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=419, , , DSM 419, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-419","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 419', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J475: TRYPTICASE SOY BROTH AGAR', 'media_link': '/medium/J475?ccno=DSM 419', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Paenarthrobacter nicotinovorans DSM 420,"
        CGMCC 1.1933, CIP 106990, IAM 14587, IFO 15511, KCTC 9902, LMG 16253, NBRC 15511, NCAIM B.02133, NCAIM B.02288, VKM Ac-1988, , JCM 3874, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=420, , ATCC 49919, , DSM 420, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-420","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 420', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 420', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Cupriavidus necator DSM 422,"DSM 422, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-422","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 422', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '55: FRUCTOSE MINERAL MEDIUM', 'media_link': '/medium/55?ccno=DSM 422', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Escherichia coli DSM 423,"DSM 423, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-423","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 423', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Zymomonas mobilis DSM 424,"
        ATCC 10988, CIP 102538, , DSM 424, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-424, , IAM 12663, ICPB 2463, IMG 1655, , JCM 20722, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=424, , NCIB 8938, NCIMB 8938, NRRL B-806    ","[{'media_title': '10: ZYMOMONAS MEDIUM', 'media_link': '/medium/10?ccno=DSM 424', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J247: JCM MEDIUM No. 247', 'media_link': '/medium/J247?ccno=DSM 424', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Flavobacterium sp. DSM 425,"
        CCUG 17935, CIP 101265, Cy j1, , DSM 425, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-425, , , JCM 7450, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=425, , NCIB 10150, NCIMB 10150    ","[{'media_title': '67: CY-AGAR', 'media_link': '/medium/67?ccno=DSM 425', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 425', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Escherichia coli DSM 426,"DSM 426, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-426","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 426', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Cupriavidus necator DSM 428,"
        ATCC 17699, ATCC 23440, , DSM 428, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-428, , IAM 12567, , JCM 20644, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=428, , KCTC 22496, NCIB 10442, NCIMB 10442    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 428', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 428', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J27: TRYPTO-SOYA AGAR', 'media_link': '/medium/J27?ccno=DSM 428', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Escherichia coli DSM 429,"DSM 429, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-429","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 429', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Cupriavidus necator DSM 430,"DSM 430, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-430","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 430', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 430', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Xanthobacter autotrophicus DSM 431,"JCM 1201, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=431, , CIP 105432, IAM 12635, NCIMB 10811, , DSM 431, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-431","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 431', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 431', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '428: HETEROTROPHIC MEDIUM H3P', 'media_link': '/medium/428?ccno=DSM 431', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J74: NUTRIENT AGAR', 'media_link': '/medium/J74?ccno=DSM 431', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Xanthobacter autotrophicus DSM 432,"
        ATCC 35674, BCRC 12235, CIP 105431, , DSM 432, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-432, , IAM 12579, IAM 12636, , JCM 1202, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=432, , LMG 7043, NBRC 102463, NCAIM B.01945, NCIMB 10809, NRRL B-14836    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 432', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 432', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': '428: HETEROTROPHIC MEDIUM H3P', 'media_link': '/medium/428?ccno=DSM 432', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J74: NUTRIENT AGAR', 'media_link': '/medium/J74?ccno=DSM 432', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Brevibacterium iodinum DSM 433,"
        IMG 1583, , DSM 50269, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-50269, , , DSM 433, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-433","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 433', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Myxococcus fulvus DSM 434,"DSM 434, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-434","[{'media_title': '9: VY/2 AGAR', 'media_link': '/medium/9?ccno=DSM 434', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '67: CY-AGAR', 'media_link': '/medium/67?ccno=DSM 434', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Myxococcus xanthus DSM 435,"DSM 435, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-435","[{'media_title': '9: VY/2 AGAR', 'media_link': '/medium/9?ccno=DSM 435', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '1118: MD1-MEDIUM', 'media_link': '/medium/1118?ccno=DSM 435', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Chondromyces apiculatus DSM 436,"
        NBRC 100084, , DSM 14612, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-14612, , , DSM 436, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-436","[{'media_title': '9: VY/2 AGAR', 'media_link': '/medium/9?ccno=DSM 436', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Pseudomonas putida DSM 437,"DSM 50253, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-50253, , ATCC 23974, , DSM 437, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-437","[{'media_title': '1a: REACTIVATION WITH LIQUID MEDIUM 1', 'media_link': '/medium/1a?ccno=DSM 437', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}]"
Sporolactobacillus laevolacticus DSM 442,"
        BCRC 11598, CECT 692, KCTC 3117, NBRC 102473, NCIMB 10269, LMG 6329, , JCM 2513, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=442, , IAM 12321, CIP 104421, LMG 16675, CCUG 33623, NCIB 10269, ATCC 23492, , DSM 442, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-442","[{'media_title': '8: BACILLUS ""RACEMILACTICUS"" MEDIUM', 'media_link': '/medium/8?ccno=DSM 442', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '220: CASO AGAR (Merck 105458)', 'media_link': '/medium/220?ccno=DSM 442', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J77: GYP AGAR', 'media_link': '/medium/J77?ccno=DSM 442', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Sporolactobacillus laevolacticus DSM 444,"
        ATCC 23496, , DSM 444, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-444, , IAM 12318, , JCM 2517, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=444, , LMG 6937, NBRC 102474, NCIB 10274, NCIMB 10274    ","[{'media_title': '8: BACILLUS ""RACEMILACTICUS"" MEDIUM', 'media_link': '/medium/8?ccno=DSM 444', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '830: R2A MEDIUM', 'media_link': '/medium/830?ccno=DSM 444', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J77: GYP AGAR', 'media_link': '/medium/J77?ccno=DSM 444', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacillus sp. DSM 445,"JCM 2518, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=445, , ATCC 23497, BCRC 12807, , DSM 2309, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-2309, , IAM 12319, NCIMB 10275, , DSM 445, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-445","[{'media_title': '8: BACILLUS ""RACEMILACTICUS"" MEDIUM', 'media_link': '/medium/8?ccno=DSM 445', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,"
        NCIMB 11725, KCTC 1825, CECT 4328, BCRC 14685, NCIB 11725, NBRC 15652, , JCM 5260, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=446, , IFO 15652, CIP 106131, ATCC 27009, , DSM 446, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-446, , NRRL B-14509, CCUG 28521    ","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 446', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}, {'media_title': 'J101: BACILLUS ACIDOCALDARIUS MEDIUM', 'media_link': '/medium/J101?ccno=DSM 446', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 448,"DSM 448, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-448","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 448', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 449,"DSM 449, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-449","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 449', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 451,"DSM 451, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-451","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 451', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 452,"DSM 452, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-452","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 452', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 453,"
        ATCC 43030, , JCM 5261, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=453, , , DSM 453, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-453","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 453', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}, {'media_title': 'J101: BACILLUS ACIDOCALDARIUS MEDIUM', 'media_link': '/medium/J101?ccno=DSM 453', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 454,"DSM 454, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-454","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 454', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 455,"DSM 455, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-455","[{'media_title': '402: ALICYCLOBACILLUS MEDIUM', 'media_link': '/medium/402?ccno=DSM 455', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Geobacillus stearothermophilus DSM 456,"DSM 456, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-456","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 456', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Geobacillus stearothermophilus DSM 457,"DSM 457, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-457","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 457', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Geobacillus stearothermophilus DSM 458,"DSM 458, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-458","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 458', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Bacillus smithii DSM 459,"
        NRRL B-14311, LMG 6327, CCUG 26018, , DSM 459, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-459","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 459', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Bacillus smithii DSM 460,"DSM 460, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-460","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 460', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Lysinibacillus sphaericus DSM 461,"DSM 461, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-461","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 461', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Lysinibacillus sphaericus DSM 462,"DSM 462, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-462","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 462', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Lysinibacillus sphaericus DSM 463,"DSM 463, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-463","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 463', 'growth_observed': 'Yes', 'growth_conditions': '65\xa0°C'}]"
Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 465,"
        LMG 17532, BGSC 94A1, ATCC 29492, , DSM 465, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-465","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 465', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Geobacillus thermodenitrificans subsp. thermodenitrificans DSM 466,"
        ATCC 29493, , DSM 466, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-466","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 466', 'growth_observed': 'Yes', 'growth_conditions': '60\xa0°C'}]"
Rhodospirillum rubrum DSM 467,"
        CCUG 17859, NCIB 8255, ATCC 11170, , DSM 467, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-467","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 467', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Rhodospirillum rubrum DSM 468,"DSM 468, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-468","[{'media_title': '27: RHODOSPIRILLACEAE MEDIUM (modified)', 'media_link': '/medium/27?ccno=DSM 468', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Zymomonas mobilis DSM 473,"
        NCIB 8227, ATCC 29501, , DSM 473, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-473","[{'media_title': '10: ZYMOMONAS MEDIUM', 'media_link': '/medium/10?ccno=DSM 473', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus sp. DSM 474,"DSM 474, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-474","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 474', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus sp. DSM 475,"DSM 475, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-475","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 475', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus sp. DSM 476,"DSM 476, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-476","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 476', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus sp. DSM 477,"
        LMG 14466, ATCC 29490, , DSM 477, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-477","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 477', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus sp. DSM 478,"
        LMG 14467, , DSM 478, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-478","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 478', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus sp. DSM 479,"DSM 479, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-479","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 479', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
