Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass
(NH4)6Mo7O24x 4 H2O,https://mediadive.dsmz.de/ingredients/120?p=5,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,12054-85-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=12054-85-2,N6H32Mo7O28,1235.86
CuSO4x 5 H2O,https://mediadive.dsmz.de/ingredients/121?p=5,31440,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31440,7758-99-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-99-8,CuO4S.5H2O,249.686
H2SO4,https://mediadive.dsmz.de/ingredients/122?p=5,26836,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26836,7664-93-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7664-93-9,H2O4S,98.08
Trypticase peptone,https://mediadive.dsmz.de/ingredients/124?p=5,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-40-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-40-2,complex,complex
Phytone peptone,https://mediadive.dsmz.de/ingredients/125?p=5,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
KOH,https://mediadive.dsmz.de/ingredients/126?p=5,32035,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32035,1310-58-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1310-58-3,HKO,56.106
Uric acid,https://mediadive.dsmz.de/ingredients/127?p=5,27226,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27226,69-93-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=69-93-2,C5-H4-N4-O3,168.11
Ground beef,https://mediadive.dsmz.de/ingredients/128?p=5,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
L-Histidine,https://mediadive.dsmz.de/ingredients/132?p=6,15971,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15971,71-00-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=71-00-1,C6H9N3O2,155.15
L-Serine,https://mediadive.dsmz.de/ingredients/133?p=6,17115,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17115,56-45-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=56-45-1,C3H7NO3,105.09
L-Glutamine,https://mediadive.dsmz.de/ingredients/134?p=6,18050,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18050,56-85-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=56-85-9,C5H10N2O3,146.14
Pantothenic acid,https://mediadive.dsmz.de/ingredients/135?p=6,7916,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:7916,599-54-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=599-54-2,C9H17NO5,219.23
Riboflavin,https://mediadive.dsmz.de/ingredients/136?p=6,17015,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17015,83-88-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=83-88-5,C17H20N4O6,376.4
Folic acid,https://mediadive.dsmz.de/ingredients/138?p=6,27470,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27470,59-30-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=59-30-3,C19H19N7O6,441.4
Nicotinic acid,https://mediadive.dsmz.de/ingredients/139?p=6,15940,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15940,59-67-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=59-67-6,C6H5NO2,123.11
Nicotine amide,https://mediadive.dsmz.de/ingredients/140?p=6,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,98-92-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=98-92-0,C6H6N2O,122.12
alpha-lipoic acid,https://mediadive.dsmz.de/ingredients/141?p=6,16494,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16494,62-46-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=62-46-4,C8H14O2S2,206.33
Na-fumarate,https://mediadive.dsmz.de/ingredients/143?p=6,115156,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:115156,17013-01-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=17013-01-3,C4H2Na2O4,160.036
Na-formate,https://mediadive.dsmz.de/ingredients/144?p=6,62965,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62965,141-53-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=141-53-7,CHNaO2,68.0072
Rumen fluid,https://mediadive.dsmz.de/ingredients/145?p=6,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Horse serum,https://mediadive.dsmz.de/ingredients/146?p=6,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Haemin,https://mediadive.dsmz.de/ingredients/149?p=6,50385,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50385,16009-13-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=16009-13-5,C34H32ClFeN4O4,651.9
Vitamin K1,https://mediadive.dsmz.de/ingredients/150?p=6,18067,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18067,84-80-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=84-80-0,C31H46O2,450.7
DL-Dithiothreitol,https://mediadive.dsmz.de/ingredients/151?p=6,18320,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18320,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C4H10O2S2,154.3
Vitamin solution,https://mediadive.dsmz.de/ingredients/154?p=6,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Peptone mixture,https://mediadive.dsmz.de/ingredients/156?p=6,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
L-Histidin,https://mediadive.dsmz.de/ingredients/161?p=6,15971,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15971,71-00-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=71-00-1,C6H9N3O2,155.155
L-Serin,https://mediadive.dsmz.de/ingredients/162?p=6,17115,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17115,56-45-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=56-45-1,C3H7NO3,105.093
Tryptone peptone,https://mediadive.dsmz.de/ingredients/164?p=7,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-40-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-40-2,complex,complex
Ribose,https://mediadive.dsmz.de/ingredients/168?p=7,33942,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33942,50-69-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=50-69-1,C5H10O5,150.13
Maltose,https://mediadive.dsmz.de/ingredients/171?p=7,17306,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17306,69-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=69-79-4,C12H22O11,342.3
CaCl2x 6 H2O,https://mediadive.dsmz.de/ingredients/173?p=7,91243,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91243,7774-34-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7774-34-7,CaCl2H12O6,219.076
KBr,https://mediadive.dsmz.de/ingredients/174?p=7,32030,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32030,7758-02-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-02-3,BrK,119
NaSiO3x 9 H2O,https://mediadive.dsmz.de/ingredients/175?p=7,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,13517-24-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13517-24-3,H2O3Si.9H2O.2Na,
SrCl2 x 6 H2O,https://mediadive.dsmz.de/ingredients/176?p=7,36385,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36385,10025-70-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10025-70-4,Cl2H12O6Sr,266.617
NaF,https://mediadive.dsmz.de/ingredients/177?p=7,28741,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28741,7681-49-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7681-49-4,FNa,41.9882
NH4NO3,https://mediadive.dsmz.de/ingredients/178?p=7,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,6484-52-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=6484-52-2,H3N.HNO3,
Fe(III)PO4x 4 H2O,https://mediadive.dsmz.de/ingredients/179?p=7,131372,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131372,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,FeH8O8P,222.88
Soil extract,https://mediadive.dsmz.de/ingredients/180?p=7,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Na2HPO4x 2 H2O,https://mediadive.dsmz.de/ingredients/181?p=7,34683,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34683,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,141.959
NaVO3x H2O,https://mediadive.dsmz.de/ingredients/182?p=7,132095,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132095,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,H2NaO4V,139.945
Brain heart infusion,https://mediadive.dsmz.de/ingredients/186?p=7,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
NaNO3,https://mediadive.dsmz.de/ingredients/187?p=7,59148,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59148,15621-57-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=15621-57-5,NNaO3,84.995
Rolled oats,https://mediadive.dsmz.de/ingredients/188?p=7,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,84012-26-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=84012-26-0,complex,complex
Nitrilotriacetic acid,https://mediadive.dsmz.de/ingredients/189?p=7,44557,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:44557,139-13-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=139-13-9,C6H9NO6,191.14
CaSO4x 2 H2O,https://mediadive.dsmz.de/ingredients/190?p=7,32583,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32583,10101-41-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10101-41-4,CaH4O6S,172.172
KNO3,https://mediadive.dsmz.de/ingredients/191?p=7,58242,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58242,57654-83-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=57654-83-8,KNO3,101.103
Glycyl-glycine,https://mediadive.dsmz.de/ingredients/192?p=7,17201,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17201,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C4H8N2O3,132.118
Na3-EDTA,https://mediadive.dsmz.de/ingredients/194?p=8,63125,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63125,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C10H13N2Na3O8,358.188
Na2B4O7x 10 H2O,https://mediadive.dsmz.de/ingredients/196?p=8,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1303-96-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1303-96-4,B4Na2O7.10H2O,
VOSO4x 2 H2O,https://mediadive.dsmz.de/ingredients/197?p=8,87009,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:87009,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,H4O7SV,199.034
CoSO4x 7 H2O,https://mediadive.dsmz.de/ingredients/198?p=8,53470,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53470,10026-24-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10026-24-1,CoO4S,154.996
Starch,https://mediadive.dsmz.de/ingredients/199?p=8,28017,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28017,9005-25-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9005-25-8,complex,complex
Na-lactate,https://mediadive.dsmz.de/ingredients/200?p=8,75228,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75228,72-17-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=72-17-3,C3H6O3.Na,112.06
Ethanol,https://mediadive.dsmz.de/ingredients/201?p=8,16236,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16236,64-17-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=64-17-5,C2H6O,46.07
DL-mevalonic acid,https://mediadive.dsmz.de/ingredients/202?p=8,150970,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:150970,150-97-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=150-97-0,C6H12O4,148.16
Na2-DL-malate,https://mediadive.dsmz.de/ingredients/204?p=8,91261,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91261,138-09-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=138-09-0,C4H4Na2O5,178.051
Na3-citrate,https://mediadive.dsmz.de/ingredients/205?p=8,53258,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53258,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C6H5Na3O7,258.069
Na-caseinate,https://mediadive.dsmz.de/ingredients/207?p=8,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,9005-46-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9005-46-3,complex,complex
Proteose peptone,https://mediadive.dsmz.de/ingredients/208?p=8,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-38-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-38-8,complex,complex
D-Glucose,https://mediadive.dsmz.de/ingredients/211?p=8,17634,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17634,50-99-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=50-99-7,C6H12O6,180.16
Betaine x H2O,https://mediadive.dsmz.de/ingredients/212?p=8,17750,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17750,107-43-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=107-43-7,C5H11NO2,117.146
Ca(NO3)2x 4 H2O,https://mediadive.dsmz.de/ingredients/213?p=8,86159,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86159,13477-34-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13477-34-4,CaH8N2O10,236.149
Cellobiose,https://mediadive.dsmz.de/ingredients/214?p=8,17057,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17057,528-50-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=528-50-7,C12H22O11,342.3
MnSO4x 6 H2O,https://mediadive.dsmz.de/ingredients/216?p=8,131523,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131523,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,H12MnO10S,259.093
ZnSO4x 6 H2O,https://mediadive.dsmz.de/ingredients/217?p=8,132762,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132762,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,H12O10SZn,269.551
CuSO4x 6 H2O,https://mediadive.dsmz.de/ingredients/218?p=8,91246,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91246,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,CuH12O10S,267.701
Isobutyric acid,https://mediadive.dsmz.de/ingredients/222?p=8,16135,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16135,79-31-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=79-31-2,C4H8O2,88.11
DL-2-Methylbutyric acid,https://mediadive.dsmz.de/ingredients/223?p=9,37070,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37070,116-53-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=116-53-0,C5H10O2,102.13
Valeric acid,https://mediadive.dsmz.de/ingredients/224?p=9,17418,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17418,109-52-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=109-52-4,C5H10O2,102.13
Isovaleric acid,https://mediadive.dsmz.de/ingredients/225?p=9,28484,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28484,503-74-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=503-74-2,C5H10O2,102.13
Methanol,https://mediadive.dsmz.de/ingredients/226?p=9,17790,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17790,67-56-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=67-56-1,CH4O,32.042
2-Mercaptoethanesulfonate,https://mediadive.dsmz.de/ingredients/227?p=9,17905,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17905,3375-50-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3375-50-6,C2H6O3S2,142.2
Na-aspartate,https://mediadive.dsmz.de/ingredients/228?p=9,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,3792-50-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3792-50-5,C4H5NNa2O4,177.07
NaH2PO4,https://mediadive.dsmz.de/ingredients/229?p=9,37585,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37585,7558-80-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-80-7,H2NaO4P,119.977
Na2-ß-glycerophosphate x 5 H2O,https://mediadive.dsmz.de/ingredients/230?p=9,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,13408-09-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13408-09-8,C3H17Na2O11P,306.11
Na-butyrate,https://mediadive.dsmz.de/ingredients/232?p=9,64103,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64103,156-54-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=156-54-7,C4H7NaO2,110.087
Na2HPO4,https://mediadive.dsmz.de/ingredients/233?p=9,34683,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34683,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,141.959
MnSO4x 5 H2O,https://mediadive.dsmz.de/ingredients/234?p=9,131524,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131524,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,H10MnO9S,241.078
MoO3,https://mediadive.dsmz.de/ingredients/235?p=9,30627,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30627,1313-27-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1313-27-5,MoO3,143.95
Glutamic acid,https://mediadive.dsmz.de/ingredients/237?p=9,18237,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18237,617-65-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=617-65-2,C5H9NO4,147.13
Ethylene glycol,https://mediadive.dsmz.de/ingredients/240?p=9,30742,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30742,107-21-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=107-21-1,C2H6O2,62.0678
Na-(DL)-lactate,https://mediadive.dsmz.de/ingredients/242?p=9,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,72-17-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=72-17-3,C3H6O3.Na,
Putrescine,https://mediadive.dsmz.de/ingredients/243?p=9,17148,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17148,110-60-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=110-60-1,C4H12N2,88.15
K2HPO4x 3 H2O,https://mediadive.dsmz.de/ingredients/244?p=9,131527,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131527,7758-11-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-11-4,HK2O4P,174.176
Hexachlorocyclo-hexane,https://mediadive.dsmz.de/ingredients/245?p=9,24536,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:24536,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C6H6Cl6,290.828
Fe(NH4)2(SO4)2x 6 H2O,https://mediadive.dsmz.de/ingredients/247?p=9,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7783-85-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7783-85-9,Fe.2H3N.2H2O4S.6H2O,
Na2WO4x 2 H2O,https://mediadive.dsmz.de/ingredients/249?p=9,63939,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63939,10213-10-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10213-10-2,H2O.Na.1/2O4W,329.85
